"","CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Credit_Limit","Contacts_Count_12_mon","Total_Trans_Amt","Total_Trans_Ct"
"270",719942883,"Existing Customer",54,"M","Graduate","Married","$60K - $80K","Blue",38,2290,3,1119,18
"271",807226683,"Existing Customer",48,"M","Unknown","Single","$40K - $60K","Blue",43,5279,3,1642,41
"272",717806133,"Existing Customer",40,"M","Uneducated","Divorced","$60K - $80K","Blue",29,23603,0,1382,31
"273",720615708,"Existing Customer",57,"M","Uneducated","Married","$40K - $60K","Blue",45,2601,2,1232,32
"274",714511758,"Existing Customer",45,"M","Graduate","Single","$80K - $120K","Blue",40,6363,0,1542,16
"275",715050408,"Existing Customer",41,"M","High School","Single","$80K - $120K","Blue",36,8029,3,1094,32
"276",721132233,"Existing Customer",42,"F","Uneducated","Married","Less than $40K","Blue",31,2410,2,1217,30
"277",719211558,"Attrited Customer",45,"M","Graduate","Single","$60K - $80K","Blue",36,3401,2,744,18
"278",712069008,"Existing Customer",42,"F","Uneducated","Married","Less than $40K","Blue",23,2260,0,1614,33
"279",715996983,"Existing Customer",47,"M","Uneducated","Divorced","$80K - $120K","Blue",30,17682,2,1747,31
"280",773466258,"Existing Customer",48,"F","High School","Married","$40K - $60K","Blue",42,4206,3,1144,22
"281",798983508,"Existing Customer",43,"M","Graduate","Single","$80K - $120K","Silver",37,34516,2,1575,34
"282",719117433,"Existing Customer",41,"M","High School","Unknown","$80K - $120K","Blue",36,23018,0,1463,24
"283",716451183,"Existing Customer",54,"F","Uneducated","Married","$40K - $60K","Blue",44,5556,3,1706,21
"284",718621608,"Attrited Customer",54,"F","High School","Married","Unknown","Blue",44,6094,1,909,14
"285",715085733,"Existing Customer",61,"M","Graduate","Married","$40K - $60K","Blue",52,2939,2,2434,33
"286",788977833,"Existing Customer",61,"M","Uneducated","Married","$80K - $120K","Blue",48,5362,0,1876,41
"287",720272958,"Attrited Customer",48,"M","High School","Married","$120K +","Blue",36,27126,3,1000,25
"288",708421833,"Existing Customer",45,"F","Graduate","Single","Less than $40K","Blue",36,3342,2,1139,30
"289",709173108,"Attrited Customer",54,"F","Graduate","Married","Unknown","Blue",40,2532,2,799,21
"290",709879458,"Existing Customer",54,"F","Doctorate","Married","Unknown","Blue",46,1900,3,1881,45
"291",715120608,"Existing Customer",44,"M","Graduate","Single","$60K - $80K","Blue",37,14546,2,1273,27
"292",770632758,"Existing Customer",50,"F","Doctorate","Single","Unknown","Blue",36,2521,2,1328,33
"293",779078733,"Existing Customer",55,"M","Doctorate","Married","$60K - $80K","Blue",36,16427,3,1579,36
"294",771742533,"Existing Customer",48,"M","Graduate","Unknown","$40K - $60K","Blue",36,13068,2,937,28
"295",720250158,"Existing Customer",45,"M","College","Single","$60K - $80K","Blue",33,23218,0,1749,37
"296",716458983,"Existing Customer",60,"M","High School","Married","$40K - $60K","Blue",36,3281,3,1424,29
"297",713747733,"Existing Customer",55,"M","High School","Married","$40K - $60K","Blue",47,3096,2,2011,41
"298",712270158,"Existing Customer",62,"F","High School","Married","$40K - $60K","Blue",52,2052,3,1208,31
"299",789562383,"Existing Customer",38,"F","High School","Unknown","Less than $40K","Blue",30,1438.3,0,1259,24
"300",754897008,"Existing Customer",46,"M","High School","Single","$40K - $60K","Blue",39,9432,2,1319,26
"301",819700533,"Existing Customer",50,"M","High School","Single","$120K +","Silver",45,14938,3,949,27
"302",712890408,"Existing Customer",45,"M","Uneducated","Married","$60K - $80K","Blue",36,2221,2,1338,30
"303",720248208,"Existing Customer",47,"M","Post-Graduate","Divorced","$60K - $80K","Blue",37,5731,0,1554,26
"304",779749908,"Existing Customer",48,"M","College","Married","$60K - $80K","Gold",33,34516,3,1350,32
"305",717401883,"Existing Customer",35,"M","Uneducated","Married","$60K - $80K","Blue",22,6985,2,1694,44
"306",721509558,"Existing Customer",51,"M","Graduate","Married","$120K +","Blue",42,24221,0,1678,40
"307",710572458,"Existing Customer",36,"F","High School","Married","Unknown","Blue",24,15439,1,2069,43
"308",714576183,"Existing Customer",47,"M","Graduate","Single","$80K - $120K","Blue",36,21637,2,1222,23
"309",721425558,"Existing Customer",52,"M","Graduate","Single","$120K +","Blue",37,14543,2,1536,37
"310",711109908,"Existing Customer",43,"F","Uneducated","Married","Less than $40K","Blue",36,9684,1,1400,31
"311",715203108,"Existing Customer",63,"M","High School","Married","$40K - $60K","Blue",36,5007,2,1050,28
"312",710027508,"Existing Customer",61,"M","Graduate","Married","$60K - $80K","Blue",54,1616,0,1389,33
"313",787464408,"Existing Customer",53,"M","Uneducated","Single","$60K - $80K","Blue",40,19116,2,1184,29
"314",783542133,"Existing Customer",53,"F","Graduate","Married","Less than $40K","Blue",47,2759,2,2093,42
"315",708330858,"Attrited Customer",57,"M","Graduate","Married","$120K +","Blue",38,8249,3,678,11
"316",714426783,"Existing Customer",38,"F","Graduate","Single","Unknown","Blue",31,14041,2,1467,29
"317",712701333,"Existing Customer",53,"M","High School","Married","$60K - $80K","Blue",43,5264,2,1219,27
"318",709494483,"Existing Customer",63,"F","Unknown","Married","Less than $40K","Blue",54,2420,1,1730,36
"319",773373108,"Existing Customer",49,"F","High School","Married","Less than $40K","Blue",43,2826,0,1025,28
"320",715812258,"Existing Customer",45,"M","High School","Married","$80K - $120K","Blue",34,12518,2,1165,33
"321",778286433,"Existing Customer",67,"M","Graduate","Married","$40K - $60K","Blue",56,5876,1,2133,55
"322",789270033,"Existing Customer",48,"M","Graduate","Single","$80K - $120K","Silver",37,34516,3,1122,13
"323",711569433,"Existing Customer",51,"F","Uneducated","Divorced","Less than $40K","Blue",38,9648,2,1083,22
"324",720214833,"Existing Customer",52,"M","High School","Single","$80K - $120K","Silver",40,34516,3,1234,23
"325",709346133,"Existing Customer",55,"F","Uneducated","Married","Unknown","Blue",35,3025,0,1277,23
"326",788194458,"Existing Customer",34,"M","High School","Married","$60K - $80K","Blue",26,3265,3,1843,35
"327",720779733,"Existing Customer",56,"M","Uneducated","Married","$120K +","Blue",36,6041,2,1747,49
"328",717424458,"Existing Customer",44,"F","Post-Graduate","Married","Less than $40K","Blue",36,2293,2,1166,22
"329",708820308,"Existing Customer",47,"M","Post-Graduate","Unknown","$80K - $120K","Blue",36,13399,2,1326,31
"330",710558058,"Existing Customer",46,"F","Unknown","Married","Less than $40K","Blue",38,4317,3,1619,36
"331",770590758,"Existing Customer",43,"F","Graduate","Single","$40K - $60K","Blue",29,3378,0,1285,16
"332",718490658,"Existing Customer",50,"F","Graduate","Single","Less than $40K","Blue",36,5012,3,1142,28
"333",711985833,"Existing Customer",38,"F","Uneducated","Single","Less than $40K","Blue",30,2569,0,1190,46
"334",708967608,"Existing Customer",53,"F","Graduate","Single","Less than $40K","Blue",45,3471,2,1052,24
"335",718505958,"Existing Customer",43,"M","Graduate","Divorced","$120K +","Silver",31,34516,3,1628,38
"336",715024233,"Existing Customer",53,"M","High School","Married","$120K +","Blue",36,3312,2,1740,32
"337",779249583,"Existing Customer",56,"F","Graduate","Married","Less than $40K","Blue",38,2578,3,1378,29
"338",709278258,"Attrited Customer",54,"M","Unknown","Married","$40K - $60K","Blue",44,2902,2,996,26
"339",778928283,"Existing Customer",57,"F","High School","Married","Less than $40K","Blue",39,2742,1,1389,32
"340",712299858,"Existing Customer",62,"M","High School","Married","Less than $40K","Blue",53,2077,3,1365,38
"341",799224108,"Existing Customer",46,"F","Graduate","Single","Less than $40K","Blue",40,6265,2,1715,43
"342",809976033,"Existing Customer",49,"M","Uneducated","Married","$60K - $80K","Blue",44,7819,0,1582,25
"343",716203308,"Existing Customer",52,"M","Graduate","Single","$80K - $120K","Blue",42,2731,3,1220,22
"344",714871683,"Attrited Customer",58,"M","Uneducated","Married","$40K - $60K","Blue",36,1438.3,3,715,13
"345",716139933,"Existing Customer",54,"M","High School","Married","$80K - $120K","Blue",36,16286,2,2552,49
"346",716984658,"Existing Customer",49,"M","Graduate","Married","$120K +","Blue",39,34516,3,1106,31
"347",713086008,"Existing Customer",58,"F","High School","Married","Less than $40K","Blue",47,2609,0,1731,34
"348",713773458,"Existing Customer",52,"M","High School","Single","$60K - $80K","Blue",45,7567,2,1435,32
"349",719242533,"Existing Customer",41,"M","High School","Married","$60K - $80K","Blue",33,22770,3,1882,38
"350",772712658,"Existing Customer",62,"F","Uneducated","Married","Less than $40K","Blue",50,3791,2,2058,34
"351",788868858,"Existing Customer",54,"M","Graduate","Married","Less than $40K","Blue",39,2702,2,1658,32
"352",811898133,"Existing Customer",40,"F","High School","Divorced","Less than $40K","Blue",35,2555,3,1334,32
"353",788808633,"Existing Customer",43,"M","Graduate","Married","$80K - $120K","Blue",26,2355,2,1441,29
"354",779804208,"Existing Customer",53,"F","Graduate","Single","$40K - $60K","Blue",42,5332,0,1371,39
"355",781391058,"Existing Customer",55,"M","Uneducated","Single","$40K - $60K","Blue",49,1443,2,1991,38
"356",790134408,"Existing Customer",46,"M","Graduate","Single","$60K - $80K","Blue",39,10741,3,1278,22
"357",788853258,"Existing Customer",41,"M","Uneducated","Married","$60K - $80K","Blue",25,7984,0,1734,39
"358",711857733,"Existing Customer",49,"M","Uneducated","Single","$60K - $80K","Blue",32,18584,2,1330,34
"359",822969858,"Existing Customer",61,"F","Graduate","Married","Unknown","Blue",56,5585,3,1787,31
"360",719554758,"Existing Customer",46,"M","Uneducated","Married","$80K - $120K","Blue",38,34516,2,1672,32
"361",711643458,"Existing Customer",50,"F","Uneducated","Married","Less than $40K","Blue",43,1438.3,4,1439,41
"362",788830683,"Existing Customer",40,"M","Graduate","Single","$80K - $120K","Blue",24,2478,0,1558,31
"363",807030858,"Existing Customer",51,"M","High School","Single","$120K +","Blue",46,34516,3,1795,47
"364",793059108,"Existing Customer",50,"F","Graduate","Married","$40K - $60K","Blue",44,2339,3,893,22
"365",716568708,"Existing Customer",47,"F","Graduate","Married","Less than $40K","Blue",36,2726,2,1099,27
"366",828281733,"Existing Customer",43,"M","Unknown","Married","$120K +","Blue",39,14881,3,1408,23
"367",717229158,"Existing Customer",36,"F","Graduate","Married","$40K - $60K","Blue",36,1628,3,1893,15
"368",715915458,"Existing Customer",47,"F","Graduate","Married","Less than $40K","Blue",34,3156,2,1151,31
"369",819129858,"Existing Customer",46,"F","Graduate","Single","Less than $40K","Blue",41,4745,0,1519,31
"370",713441958,"Existing Customer",46,"M","High School","Married","$120K +","Blue",36,19727,2,1245,25
"371",719091333,"Existing Customer",52,"M","Uneducated","Married","$60K - $80K","Blue",36,22720,2,1102,27
"372",708666258,"Existing Customer",43,"M","Unknown","Married","$40K - $60K","Blue",36,8129,0,1402,33
"373",714914583,"Existing Customer",40,"F","Graduate","Single","Less than $40K","Blue",27,3751,3,1060,30
"374",714363858,"Existing Customer",54,"F","High School","Married","Less than $40K","Blue",36,1594,3,1459,35
"375",721347408,"Existing Customer",55,"F","High School","Single","Less than $40K","Blue",43,2569,0,1456,39
"376",809608533,"Existing Customer",49,"F","Post-Graduate","Single","Unknown","Blue",44,18206,2,1439,48
"377",772047183,"Existing Customer",45,"M","High School","Married","$40K - $60K","Blue",34,3104,3,1353,24
"378",714217908,"Existing Customer",49,"M","Graduate","Married","$40K - $60K","Blue",41,2406,2,1173,32
"379",714819183,"Existing Customer",63,"M","Uneducated","Married","$80K - $120K","Blue",36,24571,3,1746,28
"380",716455683,"Existing Customer",40,"F","High School","Single","Less than $40K","Gold",36,15534,3,1279,28
"381",710865633,"Existing Customer",41,"F","Graduate","Married","Less than $40K","Silver",33,12301,0,1307,29
"382",752952108,"Existing Customer",37,"M","Graduate","Married","$80K - $120K","Blue",26,2846,3,1473,37
"383",712595433,"Existing Customer",58,"M","Uneducated","Unknown","$120K +","Blue",49,9788,3,1805,37
"384",714982383,"Existing Customer",55,"M","High School","Married","$60K - $80K","Blue",36,7231,3,1421,23
"385",813814008,"Existing Customer",53,"F","High School","Married","Less than $40K","Blue",48,2324,2,1272,37
"386",794545983,"Existing Customer",57,"M","Graduate","Married","$80K - $120K","Blue",40,12208,3,1409,34
"387",708288108,"Attrited Customer",43,"M","Post-Graduate","Unknown","$80K - $120K","Blue",30,5639,3,647,15
"388",715585158,"Existing Customer",58,"M","Graduate","Married","$60K - $80K","Blue",46,10021,2,1275,25
"389",810449883,"Existing Customer",64,"M","Unknown","Married","Less than $40K","Blue",56,2215,0,1270,27
"390",789863208,"Existing Customer",54,"F","Graduate","Married","Less than $40K","Blue",44,2027,3,1702,37
"391",715022133,"Existing Customer",53,"M","Graduate","Married","$60K - $80K","Blue",47,6363,2,1256,26
"392",712506708,"Existing Customer",39,"F","College","Single","Less than $40K","Blue",25,3920,2,3178,53
"393",715699983,"Existing Customer",56,"M","High School","Married","$60K - $80K","Blue",36,9226,3,1626,29
"394",818942433,"Existing Customer",54,"F","Unknown","Divorced","Less than $40K","Blue",49,9376,1,1562,33
"395",712459233,"Existing Customer",59,"F","Post-Graduate","Married","$40K - $60K","Blue",46,1944,3,1960,57
"396",716545383,"Existing Customer",42,"M","Uneducated","Single","$40K - $60K","Blue",36,9599,0,1154,38
"397",721144383,"Existing Customer",42,"M","Graduate","Married","$60K - $80K","Silver",28,28202,2,1629,38
"398",821837958,"Existing Customer",43,"M","College","Unknown","$80K - $120K","Blue",39,24850,1,1226,25
"399",804359133,"Existing Customer",55,"M","High School","Married","$120K +","Blue",49,3805,3,1743,27
"400",713308683,"Existing Customer",52,"M","Uneducated","Single","$80K - $120K","Blue",37,2733,2,1139,39
"401",788780958,"Existing Customer",46,"M","Uneducated","Unknown","$40K - $60K","Blue",27,12781,3,1073,21
"402",717354558,"Attrited Customer",57,"M","Uneducated","Married","$120K +","Blue",40,3106,3,683,17
"403",798473808,"Existing Customer",48,"M","College","Married","$80K - $120K","Blue",42,7477,0,1159,32
"404",712372158,"Existing Customer",45,"M","Unknown","Married","$120K +","Blue",33,34516,3,1859,47
"405",715192308,"Existing Customer",48,"M","High School","Married","$120K +","Blue",36,29963,2,1205,28
"406",708813033,"Existing Customer",47,"M","Graduate","Single","$40K - $60K","Blue",36,6509,0,1409,37
"407",714639783,"Attrited Customer",42,"M","College","Married","$60K - $80K","Blue",34,13450,3,1000,18
"408",709311633,"Existing Customer",41,"M","Graduate","Unknown","$60K - $80K","Silver",36,27000,0,1209,39
"409",709470858,"Existing Customer",51,"M","College","Married","$120K +","Silver",31,34516,1,1366,25
"410",717292758,"Existing Customer",55,"F","Graduate","Single","Less than $40K","Blue",47,6347,2,1161,44
"411",779241783,"Existing Customer",67,"M","Uneducated","Married","$40K - $60K","Blue",49,3106,2,1512,38
"412",715205358,"Existing Customer",39,"M","Graduate","Married","$60K - $80K","Blue",31,2536,1,1750,35
"413",778871508,"Existing Customer",54,"M","Post-Graduate","Single","$60K - $80K","Blue",35,13048,0,1170,24
"414",779462433,"Existing Customer",55,"F","Unknown","Married","Less than $40K","Blue",37,2453,1,2218,50
"415",710147958,"Existing Customer",47,"M","High School","Married","$40K - $60K","Silver",36,16138,2,1198,33
"416",709864833,"Existing Customer",49,"M","Post-Graduate","Married","$60K - $80K","Blue",38,8077,0,1329,26
"417",778868958,"Attrited Customer",42,"F","Graduate","Married","Less than $40K","Blue",23,1929,3,857,36
"418",717276708,"Existing Customer",57,"M","Unknown","Single","$80K - $120K","Blue",36,3127,2,1470,30
"419",710004933,"Existing Customer",44,"M","Uneducated","Married","$60K - $80K","Blue",36,8645,2,1435,25
"420",753606108,"Existing Customer",56,"M","Unknown","Single","$60K - $80K","Blue",49,1438.3,3,1093,22
"421",710940183,"Attrited Customer",49,"F","Graduate","Married","Less than $40K","Blue",38,2185,2,715,20
"422",718927533,"Existing Customer",45,"M","Graduate","Single","$80K - $120K","Blue",32,24487,2,1512,42
"423",719337408,"Existing Customer",63,"M","High School","Married","$60K - $80K","Blue",36,2567,3,2399,43
"424",772308408,"Existing Customer",44,"M","Graduate","Single","$80K - $120K","Blue",33,4131,3,906,22
"425",712981383,"Existing Customer",44,"F","College","Married","Less than $40K","Silver",37,10790,2,1052,16
"426",790099758,"Existing Customer",40,"M","High School","Married","$40K - $60K","Blue",33,6884,3,975,11
"427",709547658,"Attrited Customer",39,"M","Uneducated","Single","$60K - $80K","Blue",36,13961,3,783,20
"428",778770783,"Existing Customer",42,"M","High School","Married","$80K - $120K","Blue",30,29801,0,990,21
"429",713134458,"Existing Customer",54,"M","High School","Married","$120K +","Blue",43,13219,1,1097,24
"430",712159083,"Attrited Customer",58,"F","Unknown","Married","Less than $40K","Blue",46,2536,3,901,35
