"id_spedizione","modalita_spedizione","valutazione_cliente","costo_prodotto","acquisti_precedenti","importanza_prodotto","genere","sconto_offerto","peso_grammi","consegna_puntuale"
429,"Nave",2,140,3,"bassa","Femmina",19,1806,"Si"
430,"Nave",1,205,2,"media","Maschio",27,3569,"Si"
431,"Nave",5,208,3,"bassa","Femmina",45,2018,"Si"
432,"Nave",2,96,3,"bassa","Maschio",22,1294,"Si"
433,"Nave",4,205,3,"bassa","Femmina",44,2064,"Si"
434,"Nave",2,215,3,"media","Femmina",48,2953,"Si"
435,"Nave",1,216,3,"bassa","Femmina",43,2643,"Si"
436,"Nave",1,112,2,"alta","Maschio",22,1846,"Si"
437,"Nave",4,222,3,"bassa","Femmina",20,3632,"Si"
438,"Nave",2,186,3,"media","Femmina",15,2153,"Si"
439,"Nave",5,241,3,"media","Maschio",48,2841,"Si"
440,"Nave",3,172,3,"bassa","Femmina",58,1269,"Si"
441,"Nave",5,251,2,"alta","Maschio",23,2426,"Si"
442,"Nave",3,190,3,"alta","Maschio",45,2628,"Si"
443,"Nave",3,186,2,"media","Femmina",48,2805,"Si"
444,"Nave",4,207,2,"media","Maschio",35,2596,"Si"
445,"Nave",3,135,3,"bassa","Femmina",19,1366,"Si"
446,"Nave",4,189,2,"media","Femmina",18,2955,"Si"
447,"Nave",4,173,5,"media","Femmina",51,1691,"Si"
448,"Nave",4,194,3,"media","Maschio",3,2169,"Si"
449,"Nave",1,183,3,"bassa","Maschio",19,3018,"Si"
450,"Nave",3,140,2,"bassa","Femmina",22,1248,"Si"
451,"Nave",4,244,3,"media","Femmina",55,2782,"Si"
452,"Nave",3,189,4,"bassa","Maschio",34,3355,"Si"
453,"Nave",2,157,2,"media","Maschio",53,1390,"Si"
454,"Nave",1,275,10,"media","Femmina",23,2726,"Si"
455,"Nave",5,133,3,"bassa","Femmina",53,1467,"Si"
456,"Nave",1,149,3,"media","Maschio",54,1178,"Si"
457,"Nave",3,254,2,"alta","Maschio",17,3153,"Si"
458,"Nave",4,145,8,"bassa","Femmina",15,1429,"Si"
459,"Nave",2,179,5,"bassa","Femmina",52,1991,"Si"
460,"Nave",2,168,3,"bassa","Maschio",26,1526,"Si"
461,"Nave",1,202,3,"media","Femmina",18,3940,"Si"
462,"Nave",4,220,7,"bassa","Maschio",43,2620,"Si"
463,"Nave",4,244,8,"bassa","Maschio",1,2703,"Si"
464,"Nave",2,186,7,"media","Femmina",40,3111,"Si"
465,"Nave",2,263,8,"media","Maschio",24,3139,"Si"
466,"Nave",2,294,4,"bassa","Femmina",15,1318,"Si"
467,"Nave",5,226,2,"media","Femmina",2,1043,"Si"
468,"Nave",4,173,5,"media","Femmina",2,1175,"Si"
469,"Nave",5,194,3,"media","Femmina",10,2277,"Si"
470,"Nave",5,183,3,"bassa","Femmina",2,3459,"Si"
471,"Nave",1,140,2,"bassa","Maschio",61,1770,"Si"
472,"Nave",3,244,3,"media","Maschio",8,3318,"Si"
473,"Nave",2,189,4,"bassa","Maschio",9,3413,"Si"
474,"Nave",1,157,2,"media","Femmina",39,1525,"Si"
475,"Nave",3,275,10,"media","Maschio",10,2093,"Si"
476,"Nave",5,133,3,"bassa","Maschio",59,1092,"Si"
477,"Nave",2,149,3,"media","Maschio",26,1863,"Si"
478,"Nave",4,254,2,"alta","Femmina",41,3973,"Si"
479,"Nave",4,145,8,"bassa","Femmina",24,1594,"Si"
480,"Nave",5,179,5,"bassa","Maschio",56,1113,"Si"
481,"Nave",4,168,3,"bassa","Femmina",13,1317,"Si"
482,"Nave",5,202,3,"media","Femmina",46,3181,"Si"
483,"Nave",3,220,7,"bassa","Maschio",25,2141,"Si"
484,"Nave",2,244,8,"bassa","Femmina",50,3562,"Si"
485,"Nave",3,186,7,"media","Femmina",30,2062,"Si"
486,"Nave",5,263,8,"media","Femmina",9,2236,"Si"
487,"Nave",1,294,4,"bassa","Femmina",25,1498,"Si"
488,"Nave",1,139,3,"bassa","Femmina",56,1811,"Si"
489,"Nave",5,192,3,"bassa","Maschio",46,1550,"Si"
490,"Nave",3,235,3,"bassa","Maschio",5,3065,"Si"
491,"Nave",1,176,3,"bassa","Femmina",15,1996,"Si"
492,"Nave",4,224,3,"bassa","Femmina",34,2627,"Si"
493,"Nave",4,128,3,"media","Femmina",51,1524,"Si"
494,"Nave",4,226,5,"bassa","Maschio",47,2240,"Si"
495,"Nave",1,160,5,"media","Femmina",16,1526,"Si"
496,"Nave",1,197,5,"bassa","Maschio",45,2224,"Si"
497,"Nave",2,216,3,"bassa","Femmina",12,2273,"Si"
498,"Nave",4,199,2,"bassa","Maschio",9,3075,"Si"
499,"Nave",5,271,2,"bassa","Maschio",27,3957,"Si"
500,"Nave",1,201,3,"bassa","Femmina",47,2657,"Si"
501,"Nave",4,212,2,"bassa","Maschio",33,2021,"Si"
502,"Nave",2,177,3,"bassa","Maschio",10,1641,"Si"
503,"Nave",4,191,4,"media","Femmina",43,2903,"Si"
504,"Nave",2,174,3,"bassa","Maschio",30,1986,"Si"
505,"Nave",3,162,2,"bassa","Femmina",14,1045,"Si"
506,"Nave",1,219,2,"bassa","Femmina",39,2696,"Si"
507,"Nave",4,155,3,"media","Femmina",35,1421,"Si"
508,"Nave",3,230,3,"media","Femmina",3,2923,"Si"
509,"Nave",5,192,2,"media","Femmina",36,2497,"Si"
510,"Nave",2,235,3,"bassa","Maschio",14,2984,"Si"
511,"Nave",2,200,3,"bassa","Maschio",46,3642,"Si"
512,"Nave",2,172,3,"media","Maschio",65,1667,"Si"
513,"Nave",4,160,4,"bassa","Femmina",6,1603,"Si"
514,"Nave",3,250,5,"bassa","Maschio",12,2722,"Si"
515,"Nave",2,174,3,"bassa","Maschio",9,1682,"Si"
516,"Nave",2,204,3,"alta","Femmina",54,3608,"Si"
517,"Nave",5,274,3,"media","Femmina",51,3476,"Si"
518,"Nave",5,262,2,"media","Femmina",62,3744,"Si"
519,"Nave",5,138,3,"media","Maschio",23,1785,"Si"
520,"Nave",1,215,3,"media","Femmina",2,3873,"Si"
521,"Nave",1,145,2,"bassa","Femmina",34,1773,"Si"
522,"Strada",5,149,2,"media","Maschio",56,1141,"Si"
523,"Strada",5,212,2,"media","Maschio",38,2359,"Si"
524,"Strada",1,155,3,"media","Femmina",47,1193,"Si"
525,"Strada",2,154,3,"bassa","Maschio",40,1238,"Si"
526,"Strada",3,249,3,"media","Maschio",51,2173,"Si"
527,"Strada",1,206,2,"bassa","Maschio",2,3490,"Si"
528,"Strada",5,235,3,"media","Femmina",22,2015,"Si"
529,"Strada",5,261,3,"media","Femmina",8,3257,"Si"
530,"Strada",1,243,4,"alta","Femmina",22,3537,"Si"
531,"Strada",2,237,2,"alta","Maschio",26,3103,"Si"
532,"Strada",4,179,2,"bassa","Femmina",19,1900,"Si"
533,"Strada",3,192,3,"bassa","Femmina",43,3498,"Si"
534,"Strada",1,141,3,"media","Femmina",39,1838,"Si"
535,"Strada",2,245,3,"bassa","Femmina",61,2188,"Si"
536,"Strada",4,177,4,"media","Femmina",32,1774,"Si"
537,"Strada",3,154,4,"alta","Femmina",17,1897,"Si"
538,"Strada",4,228,3,"media","Femmina",12,3359,"Si"
539,"Strada",3,207,6,"alta","Femmina",24,3702,"Si"
540,"Strada",4,266,4,"media","Femmina",33,2701,"Si"
541,"Strada",3,172,3,"media","Femmina",42,1707,"Si"
542,"Strada",3,142,3,"bassa","Femmina",35,1512,"Si"
543,"Strada",5,218,3,"bassa","Femmina",40,3200,"Si"
544,"Aereo",3,231,2,"bassa","Maschio",46,2962,"Si"
545,"Aereo",2,180,3,"bassa","Femmina",47,1434,"Si"
546,"Aereo",1,168,3,"bassa","Maschio",46,1886,"Si"
547,"Aereo",5,147,4,"alta","Femmina",42,1642,"Si"
548,"Aereo",4,245,5,"bassa","Maschio",6,3592,"Si"
549,"Aereo",4,182,3,"media","Maschio",47,3792,"Si"
550,"Aereo",4,176,3,"media","Femmina",8,1567,"Si"
551,"Aereo",3,197,4,"media","Femmina",51,2917,"Si"
552,"Aereo",5,233,3,"media","Maschio",52,3519,"Si"
553,"Aereo",4,156,2,"bassa","Maschio",8,1145,"Si"
554,"Aereo",3,257,4,"media","Femmina",52,2073,"Si"
555,"Aereo",4,250,3,"bassa","Femmina",11,3373,"Si"
556,"Aereo",4,189,5,"bassa","Maschio",3,3301,"Si"
557,"Aereo",3,255,2,"alta","Maschio",7,3311,"Si"
558,"Aereo",3,198,2,"media","Maschio",28,3514,"Si"
559,"Aereo",2,164,3,"media","Maschio",15,1489,"Si"
560,"Aereo",2,271,3,"media","Maschio",32,3785,"Si"
561,"Aereo",1,185,2,"media","Femmina",34,3299,"Si"
562,"Aereo",5,157,6,"alta","Femmina",17,1764,"Si"
563,"Aereo",2,137,2,"media","Maschio",17,1673,"Si"
564,"Aereo",3,229,3,"bassa","Maschio",14,2164,"Si"
565,"Aereo",3,234,2,"media","Femmina",39,2449,"Si"
566,"Nave",3,216,2,"bassa","Maschio",52,3578,"Si"
567,"Nave",1,163,4,"bassa","Femmina",20,1940,"Si"
568,"Nave",2,268,3,"bassa","Maschio",19,2526,"Si"
569,"Nave",3,205,5,"media","Maschio",35,2988,"Si"
570,"Nave",5,265,2,"media","Femmina",18,2969,"Si"
571,"Nave",2,236,3,"media","Maschio",3,3416,"Si"
572,"Nave",1,132,3,"bassa","Maschio",63,1901,"Si"
573,"Nave",4,234,2,"media","Maschio",46,3108,"Si"
574,"Nave",3,108,6,"bassa","Femmina",22,1745,"Si"
575,"Nave",2,276,2,"bassa","Maschio",54,3706,"Si"
576,"Nave",2,179,4,"bassa","Maschio",1,1063,"Si"
577,"Nave",1,230,3,"media","Maschio",40,2225,"Si"
578,"Nave",2,210,3,"media","Femmina",43,2096,"Si"
579,"Nave",2,173,3,"bassa","Femmina",15,1992,"Si"
580,"Nave",5,201,3,"media","Femmina",29,3894,"Si"
581,"Nave",3,214,2,"bassa","Maschio",21,3342,"Si"
582,"Nave",2,216,2,"media","Femmina",22,3024,"Si"
583,"Nave",5,144,3,"media","Maschio",61,1313,"Si"
584,"Nave",5,182,3,"media","Femmina",27,3039,"Si"
585,"Nave",3,163,2,"media","Femmina",48,1369,"Si"
586,"Nave",3,234,3,"media","Femmina",8,2334,"Si"
587,"Nave",2,158,3,"alta","Femmina",59,1307,"Si"
588,"Nave",5,194,2,"media","Maschio",4,3496,"Si"
589,"Nave",1,201,6,"media","Femmina",3,2497,"Si"
590,"Nave",2,178,2,"media","Femmina",59,1933,"Si"
591,"Nave",1,214,5,"media","Maschio",51,2669,"Si"
592,"Nave",3,281,2,"media","Maschio",55,3047,"Si"
593,"Nave",2,260,3,"media","Femmina",2,2176,"Si"
594,"Nave",2,200,2,"media","Femmina",46,3174,"Si"
595,"Nave",3,209,2,"alta","Femmina",49,2581,"Si"
596,"Nave",1,185,3,"bassa","Maschio",61,3280,"Si"
597,"Nave",3,230,3,"bassa","Femmina",62,2236,"Si"
598,"Nave",4,134,3,"media","Femmina",31,1540,"Si"
599,"Nave",5,270,2,"bassa","Femmina",34,2821,"Si"
600,"Nave",1,140,3,"media","Femmina",1,1464,"Si"
601,"Nave",3,133,5,"media","Maschio",32,1367,"Si"
602,"Nave",4,145,3,"media","Maschio",44,1218,"Si"
603,"Nave",3,206,3,"media","Maschio",58,2135,"Si"
604,"Nave",1,162,2,"bassa","Femmina",52,1125,"Si"
605,"Nave",3,187,2,"bassa","Femmina",58,3665,"Si"
606,"Nave",4,166,5,"bassa","Femmina",54,1203,"Si"
607,"Nave",5,178,3,"bassa","Femmina",48,1819,"Si"
608,"Nave",1,167,2,"alta","Femmina",34,1967,"Si"
609,"Nave",4,224,3,"alta","Maschio",60,3145,"Si"
610,"Nave",4,158,3,"media","Maschio",11,1224,"Si"
611,"Nave",4,134,2,"media","Maschio",43,1198,"Si"
612,"Nave",2,147,2,"media","Femmina",20,1387,"Si"
613,"Nave",3,187,3,"bassa","Maschio",61,2207,"Si"
614,"Nave",5,247,2,"media","Femmina",18,2404,"Si"
615,"Nave",4,182,4,"alta","Maschio",20,2212,"Si"
616,"Nave",1,177,4,"media","Femmina",33,1049,"Si"
617,"Nave",5,143,2,"alta","Femmina",18,1066,"Si"
618,"Nave",3,245,2,"media","Femmina",8,3231,"Si"
619,"Nave",1,133,4,"media","Maschio",64,1834,"Si"
620,"Nave",5,224,2,"bassa","Maschio",13,3891,"Si"
621,"Nave",5,265,2,"bassa","Femmina",50,3859,"Si"
622,"Nave",1,138,2,"bassa","Maschio",28,1528,"Si"
623,"Nave",4,253,3,"bassa","Maschio",6,3788,"Si"
624,"Nave",1,165,3,"media","Maschio",51,1293,"Si"
625,"Nave",3,265,3,"bassa","Femmina",65,3578,"Si"
626,"Nave",2,238,3,"alta","Femmina",54,3142,"Si"
627,"Nave",2,236,3,"bassa","Femmina",51,3402,"Si"
628,"Nave",2,190,5,"alta","Femmina",38,3022,"Si"
629,"Nave",1,104,4,"media","Femmina",23,1442,"Si"
630,"Nave",5,245,2,"bassa","Femmina",19,2616,"Si"
631,"Nave",1,155,3,"media","Femmina",27,1022,"Si"
632,"Nave",2,233,3,"bassa","Maschio",63,2143,"Si"
633,"Nave",3,171,4,"bassa","Femmina",55,1539,"Si"
634,"Nave",3,164,2,"bassa","Maschio",56,1491,"Si"
635,"Nave",1,141,3,"bassa","Maschio",6,1361,"Si"
636,"Nave",3,266,2,"bassa","Femmina",61,2118,"Si"
637,"Nave",4,192,2,"bassa","Femmina",56,3765,"Si"
638,"Nave",3,229,6,"media","Femmina",61,2298,"Si"
639,"Nave",2,269,4,"media","Maschio",38,3171,"Si"
640,"Nave",4,247,4,"bassa","Maschio",59,2939,"Si"
641,"Nave",4,157,2,"bassa","Femmina",2,1087,"Si"
642,"Nave",2,148,3,"media","Femmina",64,1280,"Si"
643,"Nave",1,240,2,"bassa","Maschio",14,2437,"Si"
644,"Nave",3,197,4,"media","Maschio",58,3617,"Si"
645,"Nave",4,121,5,"bassa","Maschio",23,1734,"Si"
646,"Nave",2,124,3,"alta","Maschio",60,1107,"Si"
647,"Nave",2,153,3,"media","Femmina",53,1185,"Si"
648,"Nave",2,105,4,"alta","Maschio",1,1622,"Si"
649,"Nave",3,202,3,"media","Maschio",2,3962,"Si"
650,"Nave",4,162,2,"bassa","Femmina",54,1635,"Si"
651,"Nave",4,164,3,"media","Maschio",13,1158,"Si"
652,"Nave",2,231,4,"media","Maschio",48,3370,"Si"
653,"Nave",2,209,4,"media","Femmina",12,2933,"Si"
654,"Nave",1,157,2,"alta","Maschio",19,1898,"Si"
655,"Nave",5,249,2,"bassa","Maschio",4,2725,"Si"
656,"Nave",3,264,2,"bassa","Femmina",63,2896,"Si"
657,"Nave",1,111,4,"bassa","Maschio",61,1844,"Si"
658,"Nave",1,242,3,"media","Femmina",10,3606,"Si"
659,"Strada",4,169,3,"bassa","Maschio",23,1058,"Si"
660,"Strada",3,138,2,"bassa","Maschio",13,1056,"Si"
661,"Strada",1,158,3,"bassa","Maschio",9,1483,"Si"
662,"Strada",3,146,4,"bassa","Maschio",5,1718,"Si"
663,"Strada",4,218,5,"media","Femmina",36,2995,"Si"
664,"Strada",2,178,2,"media","Femmina",22,1247,"Si"
665,"Strada",5,197,3,"bassa","Femmina",34,3784,"Si"
666,"Strada",3,243,2,"media","Maschio",17,3230,"Si"
667,"Strada",2,254,4,"alta","Maschio",37,2608,"Si"
668,"Strada",1,237,4,"bassa","Maschio",33,2782,"Si"
669,"Strada",1,179,3,"bassa","Femmina",62,1945,"Si"
670,"Strada",2,189,3,"media","Maschio",38,2108,"Si"
671,"Strada",3,244,3,"media","Maschio",1,3982,"Si"
672,"Strada",3,266,2,"media","Maschio",46,3594,"Si"
673,"Strada",4,263,3,"alta","Maschio",10,2538,"Si"
674,"Strada",2,247,2,"media","Maschio",39,3189,"Si"
675,"Strada",5,202,3,"bassa","Femmina",6,2616,"Si"
676,"Strada",4,227,3,"media","Femmina",1,2761,"Si"
677,"Strada",5,189,2,"bassa","Femmina",15,2457,"Si"
678,"Strada",4,160,2,"bassa","Femmina",31,1689,"Si"
679,"Strada",3,117,3,"media","Maschio",56,1618,"Si"
680,"Strada",1,202,2,"alta","Maschio",52,2312,"Si"
681,"Aereo",3,201,3,"media","Femmina",54,2487,"Si"
682,"Aereo",4,273,2,"media","Femmina",39,2651,"Si"
683,"Aereo",4,143,2,"media","Maschio",58,1038,"Si"
684,"Aereo",5,137,4,"alta","Maschio",29,1262,"Si"
685,"Aereo",5,236,3,"alta","Maschio",34,3455,"Si"
686,"Aereo",2,241,2,"bassa","Maschio",17,3844,"Si"
687,"Aereo",2,187,2,"bassa","Femmina",6,3625,"Si"
688,"Aereo",5,273,2,"alta","Maschio",63,3516,"Si"
689,"Aereo",2,170,3,"bassa","Maschio",15,1314,"Si"
690,"Aereo",5,138,3,"bassa","Femmina",37,1266,"Si"
691,"Aereo",4,150,2,"bassa","Maschio",60,1034,"Si"
692,"Aereo",5,140,3,"alta","Femmina",42,1384,"Si"
693,"Aereo",1,250,2,"bassa","Maschio",17,3544,"Si"
694,"Aereo",3,207,7,"media","Maschio",19,2182,"Si"
695,"Aereo",4,214,3,"bassa","Maschio",36,2684,"Si"
696,"Aereo",1,179,3,"bassa","Maschio",63,1215,"Si"
697,"Aereo",1,149,4,"media","Femmina",20,1110,"Si"
698,"Aereo",5,151,2,"bassa","Femmina",16,1422,"Si"
699,"Aereo",3,264,3,"media","Maschio",23,2376,"Si"
700,"Aereo",5,113,3,"alta","Maschio",31,1037,"Si"
701,"Aereo",1,281,3,"media","Femmina",36,2536,"Si"
702,"Aereo",2,197,7,"media","Maschio",43,3730,"Si"
703,"Nave",4,265,8,"bassa","Femmina",35,3299,"Si"
704,"Nave",2,259,3,"bassa","Femmina",47,3764,"Si"
705,"Nave",1,200,8,"bassa","Femmina",18,3806,"Si"
706,"Nave",4,111,2,"alta","Maschio",60,1787,"Si"
707,"Nave",5,223,3,"media","Maschio",53,3670,"Si"
708,"Nave",3,241,3,"bassa","Maschio",5,2713,"Si"
709,"Nave",1,139,3,"bassa","Femmina",25,1152,"Si"
710,"Nave",1,192,3,"bassa","Maschio",38,1372,"Si"
711,"Nave",4,117,3,"media","Maschio",23,1527,"Si"
712,"Nave",1,202,2,"alta","Femmina",21,3120,"Si"
713,"Nave",2,201,3,"media","Femmina",39,2066,"Si"
714,"Nave",3,273,2,"media","Femmina",16,2466,"Si"
715,"Nave",3,143,2,"media","Femmina",64,1910,"Si"
716,"Nave",1,137,4,"alta","Maschio",15,1391,"Si"
717,"Nave",3,236,3,"alta","Femmina",47,3519,"Si"
718,"Nave",1,241,2,"bassa","Femmina",39,2935,"Si"
719,"Nave",5,187,2,"bassa","Maschio",44,3218,"Si"
720,"Nave",3,273,2,"alta","Maschio",43,3462,"Si"
721,"Nave",3,170,3,"bassa","Femmina",12,1018,"Si"
722,"Nave",4,138,3,"bassa","Femmina",54,1648,"Si"
723,"Nave",3,150,2,"bassa","Maschio",2,1682,"Si"
724,"Nave",4,140,3,"alta","Femmina",56,1332,"Si"
725,"Nave",3,250,2,"bassa","Femmina",46,2878,"Si"
726,"Nave",4,207,7,"media","Femmina",46,2670,"Si"
727,"Nave",2,214,3,"bassa","Femmina",18,2574,"Si"
728,"Nave",3,179,3,"bassa","Maschio",45,1903,"Si"
729,"Nave",2,149,4,"media","Maschio",48,1068,"Si"
730,"Nave",1,151,2,"bassa","Femmina",4,1748,"Si"
731,"Nave",5,264,3,"media","Maschio",16,2245,"Si"
732,"Nave",5,113,3,"alta","Femmina",35,1402,"Si"
733,"Nave",3,281,3,"media","Maschio",11,2135,"Si"
734,"Nave",4,197,7,"media","Femmina",22,2065,"Si"
735,"Nave",4,265,8,"bassa","Maschio",2,3622,"Si"
736,"Nave",1,259,3,"bassa","Maschio",39,2427,"Si"
737,"Nave",3,200,8,"bassa","Femmina",9,2741,"Si"
738,"Nave",1,111,2,"alta","Femmina",10,1920,"Si"
739,"Nave",2,223,3,"media","Femmina",6,2127,"Si"
740,"Nave",2,241,3,"bassa","Maschio",22,3030,"Si"
741,"Nave",5,139,3,"bassa","Femmina",65,1277,"Si"
742,"Nave",4,192,3,"bassa","Femmina",33,1694,"Si"
743,"Nave",5,180,4,"media","Femmina",59,1481,"Si"
744,"Nave",3,153,5,"bassa","Maschio",35,1089,"Si"
745,"Nave",4,280,4,"bassa","Maschio",48,1463,"Si"
746,"Nave",5,243,5,"media","Maschio",28,1100,"Si"
747,"Nave",4,214,2,"bassa","Maschio",50,3881,"Si"
748,"Nave",4,177,2,"bassa","Maschio",6,1112,"Si"
749,"Nave",2,182,3,"media","Femmina",39,3828,"Si"
750,"Nave",5,185,3,"media","Maschio",17,2824,"Si"
751,"Nave",3,143,3,"media","Maschio",23,1281,"Si"
752,"Nave",3,162,3,"media","Maschio",7,1901,"Si"
753,"Nave",1,171,2,"bassa","Maschio",34,1999,"Si"
754,"Nave",1,227,3,"bassa","Femmina",14,2589,"Si"
755,"Nave",5,205,6,"bassa","Femmina",25,2232,"Si"
756,"Nave",5,258,3,"bassa","Maschio",17,3033,"Si"
757,"Nave",5,195,5,"media","Femmina",10,3537,"Si"
758,"Nave",1,224,2,"bassa","Maschio",8,3638,"Si"
759,"Nave",5,192,6,"bassa","Femmina",41,2673,"Si"
760,"Nave",3,202,3,"media","Femmina",35,3986,"Si"
761,"Nave",3,235,2,"media","Femmina",12,3358,"Si"
762,"Nave",4,218,3,"bassa","Maschio",22,3818,"Si"
763,"Nave",5,176,4,"media","Maschio",31,1262,"Si"
764,"Nave",3,221,2,"media","Femmina",26,3120,"Si"
765,"Nave",4,157,3,"bassa","Femmina",32,1370,"Si"
766,"Nave",2,259,4,"bassa","Femmina",13,2495,"Si"
767,"Nave",1,249,3,"bassa","Maschio",11,2534,"Si"
768,"Nave",1,263,5,"bassa","Femmina",62,2292,"Si"
769,"Nave",3,141,3,"bassa","Femmina",2,1915,"Si"
770,"Nave",1,114,3,"media","Femmina",9,1240,"Si"
771,"Nave",4,179,4,"bassa","Femmina",44,1004,"Si"
772,"Nave",3,179,3,"media","Maschio",40,1584,"Si"
773,"Nave",5,193,3,"bassa","Femmina",47,3523,"Si"
774,"Nave",2,137,3,"media","Femmina",23,1246,"Si"
775,"Nave",5,110,3,"bassa","Maschio",55,1875,"Si"
776,"Nave",1,270,3,"media","Femmina",61,3582,"Si"
777,"Nave",1,175,3,"media","Femmina",64,1110,"Si"
778,"Nave",1,234,2,"bassa","Maschio",12,2372,"Si"
779,"Nave",4,177,3,"media","Maschio",48,1113,"Si"
780,"Nave",4,153,2,"bassa","Femmina",24,1442,"Si"
781,"Nave",5,252,3,"bassa","Maschio",16,2332,"Si"
782,"Nave",4,122,2,"bassa","Femmina",32,1213,"Si"
783,"Nave",5,215,2,"media","Femmina",34,2258,"Si"
784,"Nave",3,140,4,"bassa","Femmina",47,1207,"Si"
785,"Nave",1,209,2,"bassa","Maschio",43,2237,"Si"
786,"Nave",3,144,3,"alta","Maschio",40,1500,"Si"
787,"Nave",2,210,3,"bassa","Maschio",16,2046,"Si"
788,"Nave",1,160,3,"media","Femmina",22,1693,"Si"
789,"Nave",4,134,2,"bassa","Femmina",20,1549,"Si"
790,"Nave",2,138,3,"media","Femmina",34,1159,"Si"
791,"Nave",3,200,2,"media","Maschio",65,3485,"Si"
792,"Nave",4,133,2,"media","Maschio",30,1161,"Si"
793,"Nave",4,121,5,"bassa","Maschio",32,1788,"Si"
794,"Nave",3,257,3,"media","Maschio",5,2489,"Si"
795,"Nave",5,255,4,"bassa","Maschio",14,3099,"Si"
796,"Strada",1,158,3,"bassa","Femmina",32,1061,"Si"
797,"Strada",4,248,4,"bassa","Femmina",49,2322,"Si"
798,"Strada",3,194,4,"media","Maschio",65,3795,"Si"
799,"Strada",3,184,3,"media","Femmina",19,2774,"Si"
800,"Strada",5,249,4,"media","Femmina",38,2797,"Si"
801,"Strada",5,170,2,"media","Femmina",36,1278,"Si"
802,"Strada",4,261,2,"media","Femmina",1,3398,"Si"
803,"Strada",2,262,2,"bassa","Femmina",26,2370,"Si"
804,"Strada",4,224,3,"media","Maschio",9,2952,"Si"
805,"Strada",4,130,2,"media","Femmina",42,1213,"Si"
806,"Strada",1,133,3,"bassa","Maschio",57,1379,"Si"
807,"Strada",1,145,4,"bassa","Femmina",58,1751,"Si"
808,"Strada",4,136,6,"bassa","Femmina",53,1213,"Si"
809,"Strada",5,163,5,"bassa","Maschio",24,1658,"Si"
810,"Strada",3,183,3,"bassa","Femmina",45,2181,"Si"
811,"Strada",3,216,3,"media","Femmina",1,2434,"Si"
812,"Strada",1,182,3,"media","Maschio",28,2005,"Si"
813,"Strada",5,191,3,"bassa","Femmina",19,2392,"Si"
814,"Strada",2,140,2,"alta","Femmina",7,1401,"Si"
815,"Strada",4,161,3,"alta","Femmina",59,1165,"Si"
816,"Strada",2,200,4,"bassa","Maschio",43,2747,"Si"
817,"Strada",1,176,3,"media","Femmina",36,1891,"Si"
818,"Aereo",2,247,3,"bassa","Maschio",32,3645,"Si"
819,"Aereo",4,262,2,"bassa","Maschio",15,3287,"Si"
820,"Aereo",5,154,2,"bassa","Femmina",49,1532,"Si"
821,"Aereo",1,186,3,"media","Femmina",11,3800,"Si"
822,"Aereo",1,98,3,"bassa","Femmina",29,1806,"Si"
823,"Aereo",3,268,3,"bassa","Femmina",33,3872,"Si"
824,"Aereo",3,178,2,"media","Femmina",60,1830,"Si"
825,"Aereo",1,142,2,"alta","Maschio",18,1428,"Si"
826,"Aereo",5,160,3,"bassa","Maschio",33,1837,"Si"
827,"Aereo",2,232,2,"media","Maschio",24,2174,"Si"
828,"Aereo",2,209,2,"bassa","Femmina",23,2533,"Si"
829,"Aereo",2,230,3,"media","Maschio",33,3602,"Si"
830,"Aereo",4,223,3,"bassa","Femmina",40,2074,"Si"
831,"Aereo",4,201,3,"alta","Femmina",7,2644,"Si"
832,"Aereo",5,224,3,"media","Femmina",20,2937,"Si"
833,"Aereo",3,251,3,"bassa","Femmina",2,3351,"Si"
834,"Aereo",4,145,6,"media","Maschio",57,1949,"Si"
835,"Aereo",4,271,3,"media","Femmina",16,2563,"Si"
836,"Aereo",5,218,4,"media","Maschio",60,3048,"Si"
837,"Aereo",4,229,2,"bassa","Maschio",51,2628,"Si"
838,"Aereo",2,278,2,"bassa","Femmina",17,2493,"Si"
839,"Aereo",4,168,3,"bassa","Femmina",15,1886,"Si"
840,"Nave",2,151,6,"media","Maschio",12,1920,"Si"
841,"Nave",1,232,3,"bassa","Maschio",9,2958,"Si"
842,"Nave",2,140,2,"bassa","Femmina",16,1685,"Si"
843,"Nave",2,141,3,"bassa","Maschio",34,1619,"Si"
844,"Nave",4,182,5,"media","Femmina",23,3398,"Si"
845,"Nave",2,139,5,"bassa","Femmina",52,1977,"Si"
846,"Nave",2,145,5,"media","Femmina",22,1818,"Si"
847,"Nave",4,140,3,"media","Maschio",11,1911,"Si"
848,"Nave",4,267,3,"media","Femmina",62,3589,"Si"
849,"Nave",1,191,3,"alta","Femmina",60,2069,"Si"
850,"Nave",2,133,4,"media","Femmina",52,1401,"Si"
851,"Nave",2,170,2,"bassa","Femmina",1,1446,"Si"
852,"Nave",5,170,2,"bassa","Femmina",57,1533,"Si"
853,"Nave",2,149,4,"media","Femmina",21,1636,"Si"
854,"Nave",4,279,2,"media","Femmina",1,3933,"Si"
855,"Nave",3,121,2,"media","Maschio",11,1906,"Si"
856,"Nave",2,139,2,"bassa","Maschio",63,1767,"Si"
857,"Nave",4,265,2,"alta","Femmina",64,2493,"Si"
858,"Nave",2,239,5,"media","Maschio",24,2472,"Si"
859,"Nave",3,119,5,"media","Maschio",5,1841,"Si"
860,"Nave",1,265,4,"bassa","Femmina",30,3896,"Si"
