"","Year_Birth","Marital_Status","Income","Kidhome","Teenhome","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","Response"
"1752",1961,"Married",28249,0,0,1,9,7,2,14,10,0
"1753",1975,"Married",47808,0,1,123,1,26,2,0,72,0
"1754",1974,"Divorced",25509,1,0,40,3,30,10,7,11,1
"1755",1946,"Married",51012,0,0,102,9,63,2,9,24,0
"1756",1985,"Single",70596,0,0,347,44,534,17,0,26,0
"1757",1952,"Together",85431,0,0,376,53,462,168,53,53,0
"1758",1967,"Married",42664,0,1,21,0,3,0,0,0,0
"1759",1955,"Together",42586,1,1,194,2,56,0,0,0,1
"1760",1985,"Single",29760,1,0,64,4,68,7,5,17,0
"1761",1977,"Married",28973,0,0,206,0,46,3,2,12,0
"1762",1973,"Together",39435,1,0,71,0,18,0,0,13,0
"1763",1984,"Married",65370,0,0,71,22,112,138,89,29,0
"1764",1979,"Single",20194,1,0,0,4,7,11,10,15,0
"1765",1976,"Single",42473,1,1,93,1,21,0,4,25,0
"1766",1968,"Married",64590,0,0,920,138,168,36,46,30,0
"1767",1959,"Together",71232,0,1,653,17,170,34,26,17,0
"1768",1971,"Together",34600,1,1,199,33,60,8,3,15,1
"1769",1967,"Single",46904,1,1,153,4,56,0,9,31,0
"1770",1973,"Married",49094,0,1,376,0,38,11,8,69,0
"1771",1983,"Together",36075,1,0,46,0,30,12,1,30,0
"1772",1979,"Together",60839,1,1,600,21,128,223,150,128,0
"1773",1979,"Together",77298,0,1,425,115,292,23,35,79,0
"1774",1950,"Together",34026,1,1,18,6,15,12,8,17,0
"1775",1963,"Single",48918,1,1,52,0,9,0,0,1,0
"1776",1962,"Together",82122,0,0,734,22,350,151,25,100,0
"1777",1976,"Single",37697,1,0,34,6,21,11,4,8,0
"1778",1952,"Together",34074,1,1,135,1,41,10,1,67,0
"1779",1960,"Married",28520,1,1,11,0,10,0,2,20,0
"1780",1955,"Single",62535,0,1,163,48,90,0,45,52,0
"1781",1977,"Single",36273,1,0,29,3,30,3,2,9,0
"1782",1964,"Together",63404,0,2,734,26,70,11,44,17,0
"1783",1981,"Together",75774,1,0,340,21,134,258,14,56,0
"1784",1976,"Together",78416,0,1,453,38,279,188,38,183,0
"1785",1974,"Together",75702,0,1,1073,0,629,145,37,37,0
"1786",1951,"Together",59385,1,1,135,0,10,0,4,36,0
"1787",1966,"Single",37070,1,1,231,7,137,4,15,39,1
"1788",1951,"Married",44689,1,1,18,0,5,0,0,11,0
"1789",1958,"Together",53977,0,1,620,16,165,0,24,82,0
"1790",1966,"Single",7144,0,2,81,4,33,5,2,291,0
"1791",1964,"Single",18701,1,1,12,4,2,10,6,10,0
"1792",1956,"Married",90369,0,0,292,51,981,224,23,17,1
"1793",1974,"Single",63159,0,0,965,34,586,89,86,37,0
"1794",1966,"Together",37758,1,1,27,2,10,0,0,1,0
"1795",1963,"Single",46757,0,1,777,30,163,0,51,122,0
"1796",1969,"Married",79734,0,0,572,8,232,23,62,17,0
"1797",1992,"Together",63207,0,0,438,169,565,91,169,70,0
"1798",1954,"Divorced",72071,0,1,531,69,300,150,138,150,0
"1799",1983,"Together",21840,1,0,17,0,9,0,0,1,0
"1800",1982,"Together",58582,0,1,402,35,106,101,77,42,0
"1801",1951,"Single",72282,0,0,503,27,419,90,139,153,1
"1802",1956,"Married",50387,0,2,369,9,87,12,14,34,0
"1803",1961,"Together",32583,1,1,5,0,3,0,0,1,0
"1804",1962,"Together",62568,0,1,362,17,398,80,35,61,0
"1805",1971,"Divorced",44635,1,1,56,0,9,0,0,3,0
"1806",1971,"Single",33316,1,1,79,1,31,4,4,12,0
"1807",1968,"Married",63967,0,1,387,84,141,73,35,162,0
"1808",1978,"Together",52513,0,0,367,17,241,104,188,232,0
"1809",1969,"Married",25293,1,0,15,0,11,0,2,9,0
"1810",1965,"Widow",54111,0,1,267,6,54,8,3,50,0
"1811",1986,"Together",78394,0,0,298,27,697,216,24,166,1
"1812",1958,"Married",80739,0,0,674,92,736,39,0,92,0
"1813",1975,"Together",22669,1,0,16,14,36,37,22,48,1
"1814",1987,"Single",29236,1,0,37,4,24,16,9,9,0
"1815",1959,"Together",44911,0,1,159,0,22,2,1,31,0
"1816",1962,"Married",54693,0,1,686,17,142,23,26,35,0
"1817",1974,"Together",48186,1,0,97,3,66,12,7,34,0
"1818",1977,"Married",54809,1,1,63,6,57,13,13,22,1
"1819",1978,"Together",41580,1,1,56,5,24,4,0,3,0
"1820",1970,"Married",80336,0,0,209,19,456,160,142,66,0
"1821",1957,"Married",47743,0,1,198,2,43,0,12,20,0
"1822",1955,"Married",62972,0,1,313,15,47,20,0,192,0
"1823",1954,"Divorced",57333,0,1,941,14,397,76,58,176,1
"1824",1982,"Together",32313,1,0,86,4,56,2,4,7,0
"1825",1953,"Widow",84953,0,0,167,48,602,63,72,72,1
"1826",1968,"Divorced",27071,1,0,8,3,19,0,2,3,0
"1827",1957,"Together",68148,0,0,389,66,408,37,57,85,0
"1828",1965,"Together",65735,1,1,239,7,119,4,15,11,0
"1829",1975,"Married",86836,0,0,179,21,273,0,21,63,1
"1830",1963,"Married",4023,1,1,5,0,1,1,1,1,0
"1831",1990,"Married",30093,0,0,2,6,28,13,4,16,0
"1832",1966,"Married",57705,0,1,383,0,53,6,4,40,0
"1833",1988,"Single",25008,1,0,2,8,8,6,1,9,0
"1834",1995,"Single",83257,0,0,536,27,590,38,107,67,1
"1835",1975,"Together",22280,1,0,2,1,4,3,1,2,0
"1836",1978,"Married",72159,0,0,322,53,899,34,40,53,0
"1837",1961,"Together",64260,0,0,539,169,816,20,0,30,1
"1838",1984,"Single",82733,0,0,712,50,420,65,38,38,1
"1839",1971,"Divorced",74290,0,1,1121,0,72,0,12,12,0
"1840",1951,"Single",58217,2,1,68,1,13,3,5,13,0
"1841",1976,"Together",21024,0,0,36,4,18,6,2,18,0
"1842",1972,"Married",70116,0,0,707,44,603,95,58,29,0
"1843",1985,"Together",54006,1,0,174,77,203,6,24,97,0
"1844",1966,"Married",69063,0,1,666,35,124,69,8,26,0
"1845",1975,"Divorced",11448,0,0,0,0,0,6,2,6,0
"1846",1979,"Single",61825,0,1,162,50,100,55,30,27,0
"1847",1971,"Married",70886,1,0,407,70,239,103,88,53,0
"1848",1982,"Married",69109,0,0,823,25,459,124,29,95,1
"1849",1973,"Widow",60208,1,1,488,23,71,15,0,59,1
"1850",1968,"Together",32889,1,1,28,0,13,4,2,8,0
"1851",1984,"Single",34738,1,0,3,2,10,3,0,2,0
"1852",1971,"Together",30538,1,0,284,0,52,8,3,20,0
"1853",1977,"Together",82326,0,0,938,142,754,159,81,183,1
"1854",1967,"Divorced",26642,1,0,13,2,15,2,2,8,0
"1855",1964,"Divorced",69932,0,1,412,172,153,150,105,57,0
"1856",1972,"Single",44503,1,1,31,1,8,0,0,8,0
"1857",1948,"Single",60200,0,1,502,19,132,0,6,26,0
"1858",1952,"Divorced",49638,0,1,18,10,3,3,5,0,0
"1859",1987,"Single",23830,0,0,1,8,6,4,8,16,0
"1860",1959,"Widow",33051,0,0,100,71,243,108,94,219,1
"1861",1958,"Married",72905,0,0,407,114,445,181,165,203,0
"1862",1951,"Together",69702,0,1,664,9,240,50,19,57,0
"1863",1975,"Divorced",70300,1,0,1045,61,338,60,46,46,0
"1864",1984,"Married",70643,0,0,1218,107,304,23,143,33,1
"1865",1969,"Married",30396,1,0,15,0,6,0,1,12,1
"1866",1968,"Divorced",50616,0,1,128,0,16,0,1,4,0
"1867",1969,"Single",62772,0,1,581,49,157,43,8,108,0
"1868",1985,"Single",30298,0,0,6,3,12,6,1,0,0
"1869",1984,"Single",52413,1,0,185,8,133,56,56,12,0
"1870",1957,"Married",44155,1,1,22,1,9,0,0,14,0
"1871",1971,"Divorced",86979,0,0,584,100,835,65,83,35,1
"1872",1975,"Together",76532,1,1,355,30,177,90,138,30,0
"1873",1982,"Married",42081,1,0,175,10,110,54,6,27,0
"1874",1988,"Married",67546,0,0,864,134,768,150,38,172,0
"1875",1989,"Together",88420,0,0,957,153,612,99,95,153,0
"1876",1985,"Married",31158,1,0,25,6,16,20,0,5,0
"1877",1968,"Divorced",61671,0,1,641,7,56,0,0,28,0
"1878",1974,"Single",69719,0,0,273,86,208,177,14,43,0
"1879",1949,"Divorced",49160,0,1,122,21,43,25,10,15,0
"1880",1978,"Together",24882,1,0,1,4,10,29,0,36,0
"1881",1954,"Single",90933,0,0,1020,31,430,62,63,79,0
"1882",1945,"Single",113734,0,0,6,2,3,1,262,3,0
"1883",1950,"Together",59292,0,1,378,14,68,19,14,14,0
"1884",1964,"Married",45759,1,1,42,1,18,3,0,4,0
"1885",1983,"Single",22148,0,0,15,5,14,0,4,11,0
"1886",1987,"Married",73395,0,0,272,7,80,20,7,11,0
"1887",1971,"Divorced",29819,1,0,9,1,24,2,1,2,0
"1888",1968,"Married",45688,0,1,279,0,18,0,0,9,0
"1889",1954,"Married",62820,0,0,398,61,265,138,61,53,0
"1890",1971,"Married",60491,0,1,637,47,237,12,19,76,0
"1891",1986,"Together",33235,1,0,45,0,16,2,1,6,0
"1892",1959,"Married",35701,0,0,21,1,9,7,3,5,0
"1893",1980,"Married",31535,1,0,15,4,13,0,0,19,0
"1894",1960,"Together",92556,0,0,493,183,352,184,23,28,0
"1895",1970,"Single",67384,0,1,957,40,175,158,53,107,0
"1896",1971,"Together",80573,0,0,829,138,430,60,92,15,0
"1897",1967,"Married",77870,0,1,1017,50,500,65,50,133,1
"1898",1963,"Widow",52278,0,1,953,0,71,0,0,174,0
"1899",1968,"Single",57107,0,1,159,0,120,0,0,137,1
"1900",1990,"Married",18929,0,0,32,0,8,23,4,18,0
"1901",1981,"Single",36038,1,0,23,0,15,0,2,7,0
"1902",1976,"Single",20180,0,0,18,42,24,15,20,18,0
"1903",1965,"Together",34230,1,1,15,0,4,0,0,2,0
"1904",1977,"Single",31878,0,1,23,4,5,10,5,23,0
"1905",1972,"Married",70932,0,1,200,193,100,46,185,185,0
"1906",1956,"Single",91249,0,0,1324,27,119,71,108,27,1
"1907",1943,"Single",77598,0,0,1193,33,281,129,66,33,0
"1908",1959,"Single",80982,1,1,505,137,401,104,22,22,0
"1909",1977,"Married",22701,1,0,2,4,9,0,4,5,0
"1910",1969,"Married",55212,0,1,1103,0,45,0,0,34,0
"1911",1970,"Married",70617,0,0,353,61,753,40,46,27,0
"1912",1957,"Single",64849,0,0,652,48,350,94,84,108,1
"1913",1965,"Married",62694,1,1,379,6,157,25,91,91,0
"1914",1974,"Married",61917,1,1,46,4,36,2,2,1,0
"1915",1947,"Married",67472,0,1,162,31,127,8,17,69,0
"1916",1982,"Married",21059,1,0,8,3,19,3,3,8,0
"1917",1968,"Married",29543,2,0,17,3,18,3,4,18,0
"1918",1951,"Married",75903,0,1,340,108,185,130,38,100,0
"1919",1975,"Together",34984,1,1,8,4,15,3,5,3,0
"1920",1956,"Single",54998,0,1,154,22,202,39,30,8,1
"1921",1949,"Widow",54356,0,1,710,15,30,20,0,0,1
"1922",1959,"Married",34242,0,1,8,2,4,0,0,1,0
"1923",1973,"Married",25410,1,0,2,2,4,13,13,4,0
"1924",1984,"Married",73356,0,0,1050,14,322,0,14,112,1
"1925",1950,"Together",28320,0,1,19,1,14,3,2,4,0
"1926",1977,"Single",23763,1,0,22,0,6,6,2,6,0
"1927",1984,"Married",72570,0,0,274,83,216,151,141,224,0
"1928",1976,"Married",34529,1,0,68,6,38,3,6,41,0
"1929",1951,"Widow",70792,0,0,344,45,654,104,11,114,0
"1930",1982,"Married",63211,0,0,145,193,459,205,26,145,1
"1931",1974,"Married",83891,0,1,217,38,350,111,85,15,0
"1932",1968,"Single",36065,1,1,18,7,34,10,2,3,0
"1933",1954,"Together",39898,0,1,69,8,26,12,7,12,0
"1934",1940,"Single",51141,0,0,144,0,7,0,0,6,0
"1935",1976,"Married",56939,0,1,256,34,103,90,29,49,0
"1936",1951,"Single",80872,0,0,483,72,567,94,12,108,0
"1937",1976,"Together",72335,0,0,1285,105,653,28,21,0,1
"1938",1964,"Single",61798,0,0,338,4,89,11,8,13,0
"1939",1950,"Widow",76842,0,0,605,10,345,84,54,32,0
"1940",1976,"Together",29478,1,0,8,0,7,3,1,1,0
"1941",1956,"Single",46998,0,1,172,41,86,45,6,27,0
"1942",1990,"Single",96843,0,0,448,71,951,40,17,17,1
"1943",1950,"Widow",56551,1,1,67,4,32,17,2,16,0
"1944",1965,"Married",70053,0,1,512,53,98,81,179,89,0
"1945",1962,"Widow",71670,0,0,1462,16,128,0,0,160,1
"1946",1978,"Married",44359,1,1,20,0,14,7,3,1,0
"1947",1952,"Single",40887,1,1,50,4,44,10,10,43,1
"1948",1966,"Divorced",48877,0,1,102,1,15,2,0,24,0
"1949",1947,"Together",74485,0,0,499,149,815,173,49,49,0
"1950",1972,"Together",64474,0,1,381,35,172,56,86,93,0
"1951",1963,"Together",77226,0,1,631,43,239,128,76,21,0
"1952",1949,"Widow",72643,0,0,526,80,553,123,94,53,1
"1953",1978,"Together",85738,0,0,913,26,376,17,26,13,0
"1954",1966,"Divorced",55686,0,1,673,0,199,37,47,26,0
"1955",1983,"Single",39062,1,0,23,0,9,0,0,12,0
"1956",1971,"Together",34600,1,1,199,33,60,8,3,15,1
"1957",1975,"Married",40794,0,1,261,23,73,4,23,50,0
"1958",1971,"Married",54690,1,1,111,16,37,7,9,18,0
"1959",1969,"Married",4428,0,1,16,4,12,2,4,321,0
"1960",1963,"Married",32632,0,0,63,151,137,153,19,53,0
"1961",1968,"Single",38236,1,1,58,0,18,2,0,10,0
"1962",1979,"Married",36781,1,0,29,1,17,0,3,13,1
"1963",1984,"Single",31385,1,0,3,2,12,0,1,9,1
"1964",1984,"Married",24570,1,0,28,34,62,11,14,44,0
"1965",1974,"Divorced",25509,1,0,40,3,30,10,7,11,1
"1966",1951,"Married",94642,0,0,879,143,797,106,143,143,0
"1967",1962,"Married",58646,0,1,62,1,44,6,5,22,0
"1968",1975,"Single",53201,1,1,280,7,81,20,0,27,0
"1969",1957,"Together",21994,0,1,9,0,6,3,1,3,0
"1970",1978,"Married",57113,1,1,182,4,33,0,2,42,0
"1971",1991,"Married",51373,0,0,83,2,101,64,26,117,0
"1972",1986,"Married",23477,1,0,38,15,54,3,8,29,0
"1973",1956,"Married",58116,0,1,228,19,130,4,11,51,0
"1974",1963,"Divorced",72968,0,0,1092,37,592,145,37,55,1
"1975",1971,"Married",39791,0,1,85,15,27,13,13,21,0
"1976",1947,"Single",91712,0,0,1276,24,746,94,29,48,1
"1977",1958,"Single",94472,0,1,1017,33,417,108,100,16,0
"1978",1960,"Together",13672,1,1,6,2,9,2,1,5,0
"1979",1980,"Married",96547,0,0,448,21,125,52,101,62,1
"1980",1975,"Married",79205,0,0,504,23,117,179,28,44,1
"1981",1975,"Together",56559,0,1,226,22,133,41,31,31,0
"1982",1973,"Married",32644,1,0,239,3,141,0,7,23,0
"1983",1980,"Single",67506,0,1,90,38,67,33,36,67,0
"1984",1970,"Single",24206,1,0,7,2,8,3,2,3,0
"1985",1967,"Divorced",28420,1,0,4,2,5,2,0,0,0
"1986",1970,"Married",22979,1,0,16,17,19,20,21,22,1
"1987",1966,"Single",33279,0,0,10,3,3,0,0,0,0
"1988",1972,"Single",46423,1,1,68,0,16,0,0,8,0
"1989",1977,"Married",30368,0,1,35,0,13,2,0,2,0
"1990",1970,"Married",63684,0,1,575,80,428,208,93,80,0
"1991",1964,"Divorced",41638,0,1,315,0,31,4,0,91,0
"1992",1959,"Divorced",68805,0,1,182,2,49,17,13,20,0
"1993",1966,"Together",65814,0,1,561,14,113,10,14,35,0
"1994",1958,"Divorced",71964,0,0,587,51,932,180,34,86,0
"1995",1986,"Single",39146,1,0,94,1,33,13,12,12,0
"1996",1977,"Together",96876,0,0,908,43,735,40,194,21,1
"1997",1981,"Married",34445,0,0,228,122,122,208,129,30,0
"1998",1958,"Single",68281,0,0,995,112,417,42,48,41,1
"1999",1975,"Married",37284,1,1,11,1,2,2,1,6,0
"2000",1983,"Married",36790,0,0,3,3,14,15,21,10,1
"2001",1967,"Together",27943,1,1,12,1,16,4,1,3,0
"2002",1951,"Divorced",22263,1,1,17,0,2,0,0,2,0
"2003",1972,"Together",30261,1,2,8,0,5,0,3,6,0
"2004",1978,"Together",28587,1,0,22,4,17,12,10,13,0
"2005",1982,"Married",43815,1,0,14,10,29,4,7,15,0
"2006",1956,"Married",48195,1,1,106,27,68,52,7,5,0
"2007",1952,"Married",77027,0,1,820,57,242,45,0,11,0
"2008",1965,"Married",71322,0,1,753,43,226,69,10,204,0
"2009",1979,"Married",32765,1,0,13,3,17,7,3,3,0
"2010",1965,"Together",29672,1,1,9,1,3,0,4,8,0
"2011",1953,"Divorced",23272,0,0,19,3,6,4,2,12,0
"2012",1949,"Together",49912,0,1,520,8,223,32,49,42,1
"2013",1985,"Together",7500,1,0,5,17,17,13,14,34,0
"2014",1947,"Widow",68117,0,1,618,44,215,0,17,36,1
"2015",1955,"Married",67225,0,1,315,35,322,46,7,143,0
"2016",1976,"Married",17649,1,0,15,1,23,0,5,1,0
"2017",1975,"Together",55914,0,1,384,60,364,119,101,232,0
"2018",1984,"Married",40059,1,0,110,29,92,28,10,145,0
"2019",1950,"Together",60905,0,1,208,17,76,36,17,38,0
"2020",1977,"Married",75330,1,1,555,82,257,93,61,61,0
"2021",1951,"Single",60689,0,1,240,90,216,63,6,24,0
"2022",1984,"Married",38680,1,0,11,0,36,15,5,12,0
"2023",1982,"Together",61416,0,0,848,154,323,201,61,78,0
"2024",1991,"Single",49767,0,0,202,47,197,55,42,149,0
"2025",1970,"Single",83273,1,2,433,89,650,16,102,102,0
"2026",1981,"Married",29009,1,0,6,6,15,10,5,2,0
"2027",1979,"Married",45057,1,0,37,0,7,3,0,3,0
"2028",1971,"Married",37150,1,0,167,37,64,49,34,116,0
"2029",1970,"Single",43020,1,0,45,7,99,4,25,43,0
"2030",1959,"Married",53154,0,1,129,0,21,0,1,7,0
"2031",1973,"Married",65308,0,0,713,0,264,120,80,34,0
"2032",1970,"Single",76467,1,0,676,161,426,210,44,58,1
"2033",1947,"Married",81044,0,0,450,26,535,73,98,26,0
"2034",1951,"Married",32871,1,1,22,2,12,0,2,5,0
"2035",1975,"Single",55801,1,1,367,4,51,6,4,95,0
"2036",1959,"Widow",76320,0,1,526,35,214,69,53,35,0
"2037",1955,"Single",36927,1,1,51,0,16,0,0,4,0
"2038",1953,"Together",48794,1,1,25,0,11,3,0,15,0
"2039",1965,"Single",23478,0,0,28,6,27,12,17,39,0
"2040",1973,"Divorced",71128,1,0,958,159,447,20,0,31,0
"2041",1976,"Divorced",70179,0,1,532,88,168,69,44,133,0
"2042",1950,"Married",59462,0,1,724,17,143,0,8,196,0
"2043",1969,"Together",38361,1,0,39,0,56,20,8,14,0
"2044",1982,"Together",70038,0,0,587,54,348,71,54,130,0
"2045",1978,"Together",42554,1,1,29,1,11,0,0,0,0
"2046",1974,"Married",67445,0,1,757,80,217,29,80,11,0
"2047",1951,"Widow",67046,0,1,544,35,133,23,151,107,0
"2048",1948,"Married",42192,0,0,40,15,15,17,6,7,0
"2049",1952,"Married",77610,0,1,1245,33,332,21,33,16,0
"2050",1984,"Married",31761,1,0,19,1,20,16,14,28,0
"2051",1979,"Together",34350,1,0,16,3,15,2,1,11,0
"2052",1949,"Together",54591,0,1,376,4,94,12,9,24,0
"2053",1956,"Married",71866,0,1,184,178,178,103,39,33,0
"2054",1969,"Married",25293,1,0,15,0,11,0,2,9,0
"2055",1987,"Single",42000,0,0,124,83,267,85,59,35,1
"2056",1983,"Married",69520,0,0,627,120,414,121,80,93,0
"2057",1970,"Divorced",64713,1,0,180,60,241,13,54,54,1
"2058",1977,"Married",27889,1,0,14,0,4,0,0,8,0
"2059",1960,"Widow",22123,0,0,3,3,24,34,7,31,0
"2060",1973,"Married",27803,1,0,8,26,46,38,9,49,0
"2061",1960,"Married",51651,0,1,293,6,23,13,6,92,0
"2062",1988,"Married",68487,0,0,758,12,385,33,89,89,0
"2063",1969,"Married",56796,0,1,656,38,161,62,47,37,0
"2064",1992,"Married",87000,0,0,196,25,607,67,17,49,0
"2065",1959,"Married",79823,0,1,835,73,380,114,73,43,0
"2066",1980,"Single",30828,1,0,16,11,15,2,0,12,0
"2067",1971,"Married",34109,0,1,9,1,5,2,1,4,0
"2068",1974,"Divorced",53367,1,1,229,7,140,10,3,11,1
"2069",1969,"Together",22390,0,0,0,1,4,15,1,5,0
"2070",1976,"Together",71322,0,1,121,24,124,24,15,42,0
"2071",1993,"Absurd",79244,0,0,471,102,125,212,61,245,1
"2072",1949,"Together",49912,0,1,520,8,223,32,49,42,1
"2073",1950,"Married",48699,1,1,26,1,10,2,0,1,0
"2074",1975,"Together",80144,0,0,240,132,445,250,192,108,0
"2075",1956,"Single",54252,1,1,178,4,26,8,4,44,0
"2076",1976,"Married",81929,1,0,1486,55,278,49,0,185,1
"2077",1975,"Married",76068,0,1,1115,12,128,33,12,76,0
"2078",1976,"Married",53204,1,1,29,0,8,2,0,6,0
"2079",1949,"Together",67911,0,1,529,0,356,63,28,0,0
"2080",1984,"Married",14796,1,0,13,3,8,7,4,16,1
"2081",1974,"Married",78128,0,1,934,24,230,16,24,36,0
"2082",1972,"Married",14188,0,0,2,7,11,16,12,27,0
"2083",1986,"Married",20425,1,0,4,12,5,3,16,17,0
"2084",1962,"Married",58646,0,1,62,1,44,6,5,22,0
"2085",1970,"Divorced",72967,0,1,158,35,179,0,0,125,1
"2086",1949,"Married",48150,0,1,173,2,39,3,2,47,0
"2087",1961,"Single",82332,0,0,830,59,968,51,79,19,1
"2088",1955,"Widow",58275,1,1,189,10,253,56,43,64,0
"2089",1981,"Together",44953,0,0,728,17,133,11,8,124,0
"2090",1953,"Together",34587,1,1,7,2,9,2,0,2,0
"2091",1974,"Together",43018,0,1,35,4,17,7,6,64,0
"2092",1954,"Married",45736,0,1,188,3,180,20,3,43,0
"2093",1969,"Together",66476,0,1,742,28,152,25,9,57,0
"2094",1981,"Married",27733,1,0,0,7,5,26,2,17,0
"2095",1952,"Together",69805,0,1,750,71,174,13,10,20,0
"2096",1962,"Single",72217,0,0,816,42,450,55,56,154,0
"2097",1971,"Divorced",25818,1,0,5,2,8,2,2,9,0
"2098",1976,"Together",37509,1,0,37,5,56,12,8,5,0
"2099",1976,"Together",25176,1,1,4,0,4,0,0,5,0
"2100",1980,"Married",43586,0,1,99,2,11,4,0,16,0
"2101",1956,"Married",53230,0,1,176,72,98,136,21,229,0
"2102",1957,"Together",50116,1,1,54,0,10,0,0,2,0
"2103",1972,"Together",84906,0,0,997,15,414,99,30,76,0
"2104",1966,"Married",61286,0,1,356,0,107,19,9,117,0
"2105",1986,"Married",82333,0,0,1311,0,359,46,89,17,1
"2106",1965,"Together",65220,0,0,890,63,292,0,25,12,1
"2107",1974,"Together",33590,2,1,4,0,2,0,0,2,0
"2108",1976,"Divorced",30992,1,0,17,0,14,7,3,2,0
"2109",1976,"Single",72309,0,0,960,0,883,50,38,0,1
"2110",1949,"Married",156924,0,0,2,1,2,1,1,1,0
"2111",1980,"Married",16005,1,0,1,3,2,20,30,47,0
"2112",1957,"Absurd",65487,0,0,240,67,500,199,0,163,0
"2113",1965,"Married",58692,0,1,301,11,61,4,7,11,0
"2114",1969,"Widow",40590,1,1,154,0,50,6,11,37,0
"2115",1970,"Single",20587,1,0,2,3,6,4,1,9,0
"2116",1954,"Divorced",62637,0,1,104,12,48,4,12,5,0
"2117",1966,"Divorced",29435,1,1,70,3,37,4,2,64,1
"2118",1974,"Divorced",19346,1,0,2,0,9,3,6,2,0
"2119",1971,"Married",35788,1,1,23,2,11,3,1,4,0
"2120",1968,"Divorced",36997,1,1,43,4,12,8,0,27,0
"2121",1957,"Married",23539,0,0,4,24,11,16,1,25,0
"2122",1973,"Single",65333,0,1,654,7,92,0,15,30,0
"2123",1957,"Single",78499,0,0,912,72,170,47,36,97,1
"2124",1971,"Together",29732,1,0,25,0,8,0,1,4,0
"2125",1960,"Together",41275,1,2,24,4,22,0,2,9,0
"2126",1973,"Together",63516,1,1,141,11,114,15,14,5,0
"2127",1962,"Married",42769,0,1,71,0,13,3,1,0,0
"2128",1958,"Married",49572,1,1,35,1,16,0,1,1,0
"2129",1972,"Married",69209,0,0,496,32,849,229,48,128,0
"2130",1976,"Married",17148,1,0,9,9,11,13,10,16,0
"2131",1969,"Widow",40590,1,1,154,0,50,6,11,37,0
"2132",1976,"Together",30560,1,0,9,1,5,4,5,7,0
"2133",1983,"Married",32146,1,0,26,3,23,4,7,3,0
"2134",1964,"Divorced",41713,1,1,77,8,44,10,10,25,0
"2135",1975,"Together",34176,0,1,11,2,7,4,2,2,0
"2136",1955,"Married",58482,0,1,576,7,115,19,7,7,0
"2137",1965,"Single",59686,0,1,89,15,89,34,42,5,0
"2138",1964,"Married",60896,0,1,1013,30,399,60,46,153,1
"2139",1980,"Together",62994,1,0,224,12,48,4,12,12,0
"2140",1957,"Together",47320,0,1,200,19,111,50,15,19,0
"2141",1949,"Widow",74859,0,0,570,73,614,133,102,73,0
"2142",1992,"Single",15253,1,0,1,3,3,8,1,13,0
"2143",1974,"Single",31560,1,0,62,1,20,4,0,7,0
"2144",1954,"Divorced",72071,0,1,531,69,300,150,138,150,0
"2145",1990,"Single",91172,0,0,162,28,818,0,28,56,1
"2146",1984,"Married",90000,0,0,675,144,133,94,192,241,0
"2147",1981,"Single",41967,1,1,23,4,10,0,2,15,0
"2148",1965,"Single",69263,0,1,492,5,32,13,5,21,0
"2149",1970,"Divorced",65706,0,0,918,10,129,13,0,129,1
"2150",1975,"Together",60934,0,1,224,155,155,192,93,54,0
"2151",1951,"Married",71965,0,1,572,19,286,50,38,248,0
"2152",1955,"Married",65210,0,1,626,0,70,0,7,28,0
"2153",1975,"Married",79174,0,0,1074,37,518,193,92,129,1
"2154",1967,"Divorced",81380,0,0,741,68,689,224,68,103,0
"2155",1973,"YOLO",48432,0,1,322,3,50,4,3,42,0
"2156",1971,"Married",52914,0,1,254,10,44,30,10,227,0
"2157",1955,"Together",38946,0,1,116,6,82,6,6,41,0
"2158",1974,"Married",26067,1,0,22,2,18,0,2,12,0
"2159",1972,"Married",44325,0,1,516,0,21,0,0,5,0
"2160",1964,"Married",42523,0,0,14,36,11,3,26,35,0
"2161",1978,"Single",26487,1,0,2,8,10,12,14,23,0
"2162",1957,"Married",53233,0,1,28,0,9,3,0,0,0
"2163",1960,"Married",67716,0,1,530,142,217,62,9,56,0
"2164",1972,"Married",76234,0,1,519,50,167,130,0,41,0
"2165",1956,"Married",84117,0,0,611,76,749,59,45,26,0
"2166",1957,"Together",65487,0,0,240,67,500,199,0,163,0
"2167",1972,"Married",25224,1,0,4,9,12,11,2,8,0
"2168",1983,"Single",89616,0,0,671,47,655,145,111,15,1
"2169",1971,"Divorced",40851,1,1,23,1,7,0,4,24,0
"2170",1947,"Married",27469,0,0,9,1,2,3,2,0,0
"2171",1957,"Married",82347,0,0,556,54,845,202,133,63,1
"2172",1957,"Married",73803,0,1,833,80,363,52,26,174,1
"2173",1952,"Single",8820,1,1,12,0,13,4,2,4,0
"2174",1974,"Single",43322,0,0,56,7,48,10,2,18,0
"2175",1973,"Together",55593,0,1,293,8,124,11,4,106,0
"2176",1954,"Married",50501,1,1,297,0,38,13,0,152,1
"2177",1975,"Married",37085,1,1,39,1,16,2,0,3,0
"2178",1990,"Single",16185,1,0,5,11,16,21,8,45,0
"2179",1969,"Single",57731,0,1,266,21,300,65,8,44,0
"2180",1973,"YOLO",48432,0,1,322,3,50,4,3,42,1
"2181",1978,"Married",73807,0,1,366,124,156,71,78,54,0
